"name";"url";"category";"location";"description"
"Vision Bakery";"http://www.visionbakery.de/";"food &amp; drink";"Karl-Heine-Str. 46, 04229 Leipzig, Germany, +49 (0) 341 41 34 845";"Wir wollen etwas bewegen und die Finanzierung von kreativen und kulturellen Ideen vereinfachen. www.VisionBakery.de"
"Vision to Reality Foundation (V2RF)";"http://www.v2rf.org/";"business &amp; innovation";"N/A";"N/A"
"Vision-Preneur Cafe";"http://www.visioningplanning.com/Cafe.html";"business &amp; innovation";"4220 Montgomery  , Oakland 94611, Ca, United States";"Vision-Preneurs Cafe is for business owners and freelancers who desire to THRIVE sustainably in their businesses.  We come together to feed our businesses with meaningful conversation, networking and support.  We tackle topics that keep us in front of the changing consumer.  The Café is facilitated by Monique Lee.  Monique is the owner of VisioningPlanning, a business development firm whose mission is “To Support Bold Steps towards Visions.”  Ms. Lee has a passion for working with low-income individuals, small businesses and women business owners who want to see their business vision become a reality.  She acquired her business knowledge from growing her first business, Simply Sustainable Consulting, into a thriving firm during the recession with only a vision and a shoe-string budget."
"Visiting Angels";"http://www.visitingangels.com/";"health &amp; fitness";"N/A";"N/A"
"Vista Interactive";"http://vista-interactive.com";"creativity, media &amp; the arts";"Sencan Sok No 13/B Narlidere , Izmir 35320, Izmir, Turkey";"Vista Interactive is media production and IT company creating high-quality, low-cost websites and internet marketing."
"Vistage";"http://www.vistage.com/";"business &amp; innovation";"N/A";"N/A"
"Visual Bookshelf";"http://www.facebook.com/apps/application.php?id=2481647302";"books &amp; writing";"829 7th St., Suite 301 , Washington 20001, D.C., United States";"Facebook App that connects a community of readers to share and discuss books."
"Visual.ly";"http://visual.ly/";"creativity, media &amp; the arts";"united_states";"Visual.ly helps communicate complex ideas in a clear, compact and beautiful way, taking deep data and presenting it in visual shorthand."
"VisualizeUs";"http://vi.sualize.us/";"creativity, media &amp; the arts";"N/A";"VisualizeUs is a social bookmarking website for visual contents that allows you to remember your favorite images from all over the web, and share them with everyone."
"Vita Dock";"http://www.vitadock.com/vitadock.html";"health &amp; fitness";"N/A";"N/A"
"Vita Sana";"http://www.vita-sana.net/index.html";"health &amp; fitness";"Yulupa Ave., Santa Rosa, 95405";"Vita Sana was formed to help individuals embark on a journey of self-development. Through group support, and an individual exercise program, we establish a foundation from which people can THRIVE! Research proves there is a fundamental connection between our mental and physical selves. Our program utilizes this connection between the mental and physical to help YOU create holistic, sustainable, healthy living. Vita Sana is a month to month program. Please contact us for your FREE initial assessment. Personal training appointments are scheduled with flexibility and aligned to your varying needs. www.Vita-Sana.net"
"Vital Voices Global Partnership";"http://vitalvoices.org/global-initiatives/support-malala-fund";"business &amp; innovation";"N/A";"N/A"
"Vittana";"http://www.vittana.org";"finance &amp; economics";"206 1st Ave. S., Suite 109M , Seattle 98104, Washington, United States";"Vittana partners with local microfinance organizations around the world to build student loan programs from the ground up, often providing the first and only access to college loans in the countries where we work.Then people just like you come together on the Vittana website to lend $25 and $50 at a time to individual students around the world, empowering them to finish college and take a giant step forward in their lives. Outside of the United States and a handful of other countries, student loans just aren't available."
"Viva la Card";"http://www.vivalacard.com/";"marketing services";"N/A";"N/A"
"VivaReal";"http://www.vivareal.net/";"business &amp; innovation";"N/A";"N/A"
"VizEat";"http://www.vizeat.com";"N/A";"N/A";"N/A"
"VMS";"http://www.vms3d.com";"creativity, media &amp; the arts";"argentina";"Virtual Minds focuses on high-end 3D images and animations for Architects, Developers, Real Estate Agencies, Industrial Designers, Engineers and virtually anyone that needs to show something in 3D."
"Vocabu";"http://getvocabu.com";"education";"Netherlands";"Vocabu is a fun way to learn new words you discover &amp; connect with others. Simply add your word to Vocabu by typing it in or with the wordclippper and Vocabu will do the rest to ensure you learn the word with minimum effort. Use as a way to maximise your learning whether you are actively attending a language course or not. If youâ€™re a teacher offer Vocabu to your students. Donâ€™t forget that Vocabu is also a social way to learn by connecting language learners so that you can join and learn together. The more you use vocabu the more rewards you will receive in the shape and form of achievement badges and exclusive content."
"Voguent Les Histoires";"http://Voguentleshistoires.com";"books &amp; writing";"291 Syringa Heights, Sandpoint, ID 83864";"Let your books gather readers, not dust. Read and release to make the world a library."
"Voices.com";"http://www.voices.com/company/about";"creativity, media &amp; the arts";"150 Dufferin Ave., suite 800, London, ON";"Established in 2004, the company was founded by Chief Executive Officer David Ciccarelli who is a graduate of the Ontario Institute of Audio Recording Technology with an Honour’s Degree in Audio Technology and his partner Stephanie Ciccarelli, the company’s Chief Marketing Officer. Voices.com’s online marketplace brings its customers together to conduct business simply and efficiently. Unique features and benefits include:* Anytime, anywhere access to a global network of 100,000 voice over talents* Projects are completed in 24-48 hrs, usually cutting production schedules in half.* Financial transactions are processed securely online, taking the complexity out of hiring voice actors"
"Voisineo";"http://Www.voisineo.com";"entertainment";"Voisins Solidaires26 rue Saussier Leroy75017 PARIS";"A platform which connects you to people in your neighborhood with similar interests."
"Voisins Solidaires";"http://Www.voisinssolidaires.fr";"marketing services";"Voisins Solidaires26 rue Saussier Leroy75017 PARIS";"Social site activity Neighbors Partners,Neighbours' Day,European Neighbours' Day"
"Volcom Brand's Give Jeans a Chance";"http://www.volcom.com/flash/new_futures/0610_VBJ/givejeans_index.html";"fashion &amp; clothing";"Costa Mesa, California, United States";"Denim donation for the homeless."
"Volo";"http://volo.io";"N/A";"N/A";"This is a new breed of community. We are re-envisioning parking for community control over local traffic. We are delivering the public space back to the public. We are coming soon, to a spot near you. Sign up to get the notification of our official launch at http://volo.io/"
"Volta";"http://www.voltacharging.com/#1";"mobility";"N/A";"N/A"
"Voltaic Systems";"http://voltaicsystems.com";"technology &amp; data";"PO Box 4668 #7935 , New York 10163-4668, New York, United States";"Voltaic Systems makes products that produce and store their own power to run your electronics anywhere."
"Volunteer Passport";"http://Passeport-benevole.org";"N/A";"127 Street Falguière, Hall B1, 75015 Paris";"The Volunteer Passport is a booklet of personal recognition of the volunteer experience. France Volunteering is a tool that you can buy in France Volunteer Network or by mail. It attests to the volunteer experience acquired, and can be used as evidence of completing a record VAE. With the support of Pôle Emploi, the Ministry of Education and the AFPA. It allows any volunteer who wishes to create a bridge between his experience and his professional associations, and enhance the skills he acquired in combination."
"Volunteeria";"http://www.volunteeria.com.au";"education";"N/A";"Do you need someone to look after your dog for the weekend, for free? Volunteeria can connect you with a neighbour who would be happy to do this. Looking for a neighbour who can pick up your kids from school or Teach you how to start a vegetable garden? Volunteeria will help you find them. www.volunteeria.com.au is about to be officially launched. Initially it will only be accessible in Australia. Please like Volunteeria's facebook page  to show your support."
"VolunteerMatch";"http://www.volunteermatch.org";"technology &amp; data";"717 California St. 2nd Floor, San Francisco, CA";"VolunteerMatch is the Web's largest volunteer engagement network, with more than 80,000 participating nonprofits, 150 network partners and 8 million visitors each year. Founded in 1998, we offer solutions to make it easier for individuals, nonprofits and companies to make a difference. The award-winning nonprofit service supports some of America’s most recognized institutions including Charles Schwab, Google, General Mills, Easter Seals, the American Red Cross and Girl Scouts of the USA. Since its launch VolunteerMatch has helped nonprofits attract more than $2 billion worth of volunteer services."
"Volunteers of America: Holiday turkey drive";"http://www.voa-sac.org/Events/Holidayturkeydrive/tabid/5563/Default.aspx";"N/A";"1900 Point West Way, Suite 270 , Sacramento 95815, California, United States";"Volunteers of America provides more than 1,800 meals daily to clients in its emergency shelters, as well as in its transitional and permanent-supportive housing programs. During the holiday season, we also provide for those in need who reside in our affordable housing programs.The 2010 turkey drive is set for Nov. 1-25, and we are collecting at two locations:our Central Kitchen facility at 700 North Fifth St., Sacramento, and at our Mather Community Campus kitchen facility at 3587 Bleckely St., Mather. Both locations will accept from 7 a.m. to 6 p.m. daily."
"Vook";"http://www.vook.com";"books &amp; writing";"1100 Marina Village Parkway, Suite 102 , Alameda 94501, California, United States";"Vook is an internet platform for digital books with video and social media."
"vorpalina";"http://www.vorpalina.org";"education";"N/A";"We design experiences and transform culture by implementing intrapreneurship and an open model of management innovation in your teams &amp; organizations. We are part of a great mesh of talent in Spain &amp; abroad.We believe in learning by doing, in the power of the circle and in the magic of our mesh. We hack leaders &amp; we rethink your real value in the conversational markets."
"Votizen";"http://2013.votizen.com/";"government";"548 Market Street  , San Francisco 94104, CA, United States";"Votizen provides an authenticated platform that directly connects registered voters and elected officials through social networks, making civic engagement simpler and more meaningful."
"VotoLatino";"http://www.votolatino.org";"government";"P.O Box 30423 , Bethesda 20824, Maryland, United States";"VotoLatino aims to increase American Latino youth civic participation by increasing both voter turnout and political involvement among this group."
"Voulez Vous Diner";"http://www.voulezvousdiner.com/";"food &amp; drink";"N/A";"N/A"
"Vourno";"https://www.vourno.com/";"finance &amp; economics";"N/A";"N/A"
"Voxy";"http://www.voxy.com";"education";"85 E. 10th Street 5M , New York 10003, New York, United States";"Voxy is an innovative language-learning platform that seeks to solve the most vexing and pervasive problem for language students. Their unique approach is based on leading pedagogic theories of motivation and learning; the Voxy method increases frequency of study and accelerates learning by teaching in-context."
"Voyage Yacht Share";"http://voyageyachtshare.com";"mobility";"N/A";"Voyage Yacht Share is your ticket to stress-free travel to exotic destinations of your choosingâ€”on your timetable. Our goal is simple: To make your every day of yachting the most memorable ever. From complimentary massages, access to exclusive clubs, to a concierge service that just wonâ€™t say no, we pride ourselves in delivering unmatched service. Luxury awaits."
"VR Self Media";"http://br.linkedin.com/in/vrselfmedia";"business &amp; innovation";"Travessa de Nossa Senhora 176 - 6th floor - GlÃ³ria , Rio de Janeiro, RJ, Brazil";"Collaborative marketing intelligence networking for TMTC innovation"
"VroomGirls";"http://www.vroomgirls.com/";"mobility";"N/A";"N/A"
"Vrtucar";"http://www.vrtucar.com";"mobility";"356 MacLaren Street , Ottawa K2P 0M6, Ontario, Canada";"Car-share service based in Ottawa."
"Vrumi";"http://www.vrumi.com/";"business &amp; innovation";"38 Berkeley Square London, United Kingdom, W1J 5AE";"Digital startup Vrumi is the latest player in the sharing economy Our proposition is simple: Need a room? Rent affordable spaces in private homes by the hour, day or week Got a room? Make money with flexible daytime letting to professionals and creative Vrumi is a digital marketplace connecting people who need extra space to conduct their business, profession, craft or hobby with people in their city or region who are able to supply it. The company was founded by pioneering hedge fund manager Roddy Campbell (IFM Asset Management, Cross Asset Management) and entrepreneur-philanthropist William Sieghart (Forward Worldwide, Streetsmart, National Poetry Day)."
"vtravelled";"http://www.vtravelled.com";"travel";"N/A";"Social network for travelers that also provides trip planning tools."
"Vungle";"http://www.vungle.com";"business &amp; innovation";"London Knowledge Innovation Centre , London SE1 6LN, United Kingdom";"Vungleâ„¢ are an instructional video production house, producing 'how to' videos on web and desktop applications. A Vungleâ„¢:Increases sales by highlighting premium features and common use cases.Maximises sign-ups and user engagement by showing your product is easy to use and powerful.Saves time and money by answering customer questions on the spot.Distributes best practice and advice for users and administrators.Enhances publicity around new feature releases."
"Vyclone";"http://vyclone.com/";"creativity, media &amp; the arts";"N/A";"N/A"
"Všezaodvoz";"http://vsezaodvoz.cz";"upcycling &amp; recycling";"Czech Republic";"The first Czech freecycling platform covering the Czech and Slovak Republics. Completely free to use without having to join a specific group in your location. You can see stuff from all around the place, interact with the community and spread the word!Now introducing v2.0 with community features taking it to the next level. Czech us out!"
"W1sd0m";"http://www.w1sd0m.net";"business &amp; innovation";"N/A";"Supports change agents, investors and advisers by facilitating the flow of capital to more effectively create the next generation of global sustainable enterprise."
"Waag Society";"http://waag.org/en";"education";"N/A";"N/A"
"WACA WACA";"http://www.wacawaca.com.br/index.php?cmd=listarultimosprojetos";"finance &amp; economics";"Brazil";"WacaWaca, the only Brazilian site to finance projects using the concept of games Crowdfunding"
"Wadeeny";"http://www.wadeeny.com/#/home";"mobility";"Cairo, Egypt";"The new and safe ride-sharing / carpooling website in Egypt"
"Wag";"http://wagwalking.com";"mobility";"N/A";"On demand dog walking services."
"Wag N Go";"http://www.wagngo.com";"accessories &amp; gifts";"N/A";"Wag N Go was born out of a love for traveling with your best furry friend.Our Wag N Go dog travel bags are made with enduring quality that really makes us stand out. We're a small business of dog lovers who create pet products of distinction, that keep you and pet happy while your dog is away from home. We pride ourselves on being resourceful and think dog when we make our products; Our collection is made with the best quality materials available, to insure that your pet has a comfortable time when traveling."
"Waitrose";"http://www.waitrose.com";"food &amp; drink";"Waitrose Central OfficesSouthern Industrial AreaBracknellBerkshireRG12 8YA";"Cooperative grocery chain in the United Kingdom."
"WakaWaka";"http://www.getwakawaka.com/index.html";"business &amp; innovation";"N/A";"N/A"
"Wakerupper";"http://wakerupper.com";"technology &amp; data";"56 Beaver Street, Suite 504 , New York 10004, New York, United States";"Wakerupper is a telephone reminder service that aims to make telephone alerts as simple as possible. Just enter the number of the phone you would like to be called, the time you want the call to be placed, and an optional 100-character reminder message. That's it - you will receive a call from Wakerupper at the time you have specified and your message will be delivered."
"Wales and West Federation of Wine &amp; Beer Makers";"http://www.walesandwest.org.uk";"food &amp; drink";"N/A";"Organizes a festival that serves as a center for individual amateur wine making circles."
"Walk21";"http://www.walk21.com/";"health &amp; fitness";" 24 Moorend Road, Leckhampton, Cheltenham Gloucestershire, GL53 0HD, United Kingdom";"Walk21 exists to champion the development of healthy sustainable and efficient communities where people choose to walk."
"Walkonomics";"http://walkonomics.com";"mobility";"N/A";"How walkable is your street, neighbourhood or city?  Walkonomics is a web-app that rates and maps the walkability of streets and urban areas by combining Open Data and Crowdsourcing.  So far over 600,000 streets have been rated in England and the US.  Each street is rated in the following eight categories:- Road safety;- Easy to cross;- Pavement/Sidewalk quality;- Hilliness;- Navigation;- Fear of crime;- Smart &amp; beautiful;- Fun &amp; relaxing."
"Walkshed";"http://walkshed.org/";"travel";"Philadelphia 19120, PA, united_states";"Walkshed helps you find a walkable way through the urban jungle with the help of heat maps that pinpoint walkable neighborhoods that are close to the places you care about."
"Walla Walla Public Library";"http://www.walnet.walla-walla.wa.us/walpub/Default.html";"education";"238 E Alder St. , Walla Walla 99362, Washington, United States";"Public library located in Walla Walla, Washington."
"Wallapop";"http://www.wallapop.com/en";"upcycling &amp; recycling";"N/A";"N/A"
"Wallowa Resources";"http://www.wallowaresources.org/";"business &amp; innovation";"N/A";"N/A"
"Wampum.io";"http://wampum.io";"upcycling &amp; recycling";"N/A";"If you have ever found yourself looking to get rid of an unused item, but become frustrated with the hassle of finding it a new home, then Wampum is the service for you. Inspired by sites such as Kayak, which allow you to navigate a complex process with relative ease, Wampum aims to make it simple to get rid of your old stuff! Simply enter the name of the item you are looking to part with, and a list of tailored search results and descriptions will be presented. All search results are either non-profits or socially conscious ventures."
"Wanderfly (now trip advisor)";"http://www.wanderfly.com";"travel";"447 Broadway, 2nd Floor , New York 10013, New York, United States";"Wanderfly is a travel inspiration site that helps people discover where they can go based on their budgets and interests. Its simplified end-to-end experience enables users to plan, share and book complete trips, including flights, hotels and activities. Powered by a sophisticated recommendation engine, it currently features 1,200+ destinations worldwide and content from dozens of best-in-class brands such as Expedia, Foursquare, NileGuide, Yelp and Lonely Planet."
"Wanelo";"http://www.wanelo.com/";"N/A";"united_states";"Wanelo lets you find unique products and stores you've never heard of."
"Warborne Farm UK";"http://warbornefarm.co.uk/warborne/";"farming &amp; gardening";"N/A";"N/A"
"Warby Parker";"http://www.warbyparker.com";"N/A";"13 E 16th St, 6th Fl , New York 10003, New York, United States";"We believe that everyone has the right to see. Unfortunately, millions of people around the world today donâ€™t have access to proper vision care. To help address this problem, Warby Parker partners with renowned non-profits, such as RestoringVision.org, to deliver one pair of glasses to someone in need for every pair that we sell. In doing so, we enable you to share the gift of vision with someone who canâ€™t see today and give them the opportunity to read, to work and to live a fuller life."
"Warmshowers";"http://www.warmshowers.org/";"travel";"N/A";"An online community of bike travelers."
"Warmshowers.org";"http://Warmshowers.org";"health &amp; fitness";"N/A";"Community of bike tourists.  This is a hospitality site for touring cyclists."
"WARPit";"http://www.warp-it.co.uk/";"upcycling &amp; recycling";"N/A";"WARPit is a redistribution network which makes it easy for individuals in an organisation to give away or loan unwanted items to others inside the same organisation or beyond."
"Wasatch Community Cardens";"http://www.wasatchgardens.org";"farming &amp; gardening";"Salt Lake City, Utah, united_states";"Empowers people in Salt Lake City, Utah to grow and eat healthy, organic, local food."
"WashCycle Laundry";"http://washcyclelaundry.com/";"home improvement";"N/A";"N/A"
"Washington Parks &amp; People";"http://www.washingtonparks.net/";"business &amp; innovation";"N/A";"We seek to build a broad, permanent base of organizations, volunteers, resources, funding, and public support for parks."
"Washio";"http://www.getwashio.com/";"fashion &amp; clothing";"N/A";"N/A"
"Waste Innovations";"http://www.wasteinnovations.com/";"upcycling &amp; recycling";"66 Albion Road  , Edinburgh  EH7 5QZ, united_kingdom";"Waste Innovations is an Eco-friendly company that regenerates waste materials to create a variety of quality, new products."
"Waste is not Waste";"http://www.wasteisnotwaste.com";"upcycling &amp; recycling";"87 Beach Road, Chye Sing Building #06-01 , 189695, Singapore";"Waste is not Waste facilitates the exchange of waste materials and unwanted items from companies and organisations that no longer need them to businesses, non-profit organisations, designers and schools that can utilise those waste. This reduces waste and keeps valuable resources out of the incineration plants and landfills while helping companies save time, money and reduce their environmental impacts. We believe that waste is not waste, but a potential resource for someone to use again."
"Waste Watch";"http://www.wastewatch.org.uk";"upcycling &amp; recycling";"N/A";"Inspiring people to waste less and live more."
"Wasted Food";"http://www.wastedfood.com";"food &amp; drink";"Durham, North Carolina, United States";"Wasted Food examines how we squander so much food. Part blog, part call to action, Wasted Food aims to shed light on the problem of, you guessed it, wasted food."
"Wasteland Twinning";"http://wasteland-twinning.net/";"business &amp; innovation";"N/A";"N/A"
"WatchFit";"http://www.watchfit.com";"health &amp; fitness";"N/A";"N/A"
"Water Canary";"http://www.watercanary.com/Water_Canary.html";"N/A";"11 E 14th St #273  |  New York, NY 10003  | USA";"The Water Canary is an inexpensive water-testing device that makes it possible to collect real-time water quality data from the field.  WIth the push of a button, anyone can measure water quality and share their information with the world. By placing real-time water quality information within reach, the devices make it possible to quickly identify invisible threats so that appropriate actions can be taken to protect people and ecosystems and prevent hazards from erupting into full-scale emergencies."
"Water FootPrint";"http://www.waterfootprint.org/?page=files/home";"education";"c/o University of Twente, Horst Building, P.O. Box 217, 7500 AE Enschede, The Netherlands";"The mission of the Water Footprint Network is to promote the transition towards sustainable, fair and efficient use of fresh water resources worldwide."
"Water Legacy";"http://www.waterlegacy.com";"business &amp; innovation";"N/A";"Designs greywater recycling systems."
"Water Missions International";"http://www.watermissions.org";"N/A";"P.O. Box 31258 , Charleston 29417, SC, USA";"Water Missions International is an engineering relief and development Christian nonprofit organization. We provide sustainable, safe water solutions to people in 40 developing countries and disaster victims worldwide. Water Missions International strives to transform communities long-term, whether moving quickly in natural disasters or customizing water solutions in developing countries."
"WaterAid";"http://www.wateraid.org/";"N/A";"315 Madison Avenue, Suite 2301 , New York 10017, NY, united_states";"WaterAid uses practical solutions to provide clean water, safe sanitation and hygiene education to the world's poorest people."
"WaterCheck.biz";"http://www.watercheck.biz";"N/A";"PO Box 220 , HILLSDALE 12529, New York, united_states";"WaterCheck.biz is a leader in the development and distribution of water filtration, water testing and water conservation and personal hydration products.We've got over 300 of the best H2O products for water lovers everywhere. Share us passionately.WaterCheck.biz supports H2O sustainability around the globe. Contact us if you have any questions.Leslie Gabriel, WaterMan, H2O Ambassador"
"Watermark";"http://www.wearewatermark.org/";"business &amp; innovation";"N/A";"N/A"
"Watermelon Express";"http://www.watermelonexpress.com";"education";"600 W. Chicago Ave , Chicago 60610, Illinois, United States";"Watermelon Express is an innovative technology design company revolutionizing the way students interact with educational content.Watermelon Express (WMX) builds standardized test prep applications for GRE, SAT, GMAT, LSAT and MCAT. WMX applications leverage the power of technology, social collaboration and human computer interface design to build the smartest, the most convenient and the most effective test preparation applications."
"WaterSmart";"http://www.watersmartsoftware.com/";"technology &amp; data";"1550 G Tiburon Blvd., #604   , Tiburon 94920, CA, united_states";"The mission of WaterSmart Software is to help water utilities make it easier for their customers to save water and save money. Using our software and services, our utility partners make sure each consumer knows how much water their household is using, how it compares to others and how they can save water and money."
"Watsi";"http://watsi.org/";"finance &amp; economics";"N/A";"A global crowdfunding platform for healthcare that enables anyone to donate as little as $5 to directly fund life-changing medical care for people in need."
"Wavelength";"http://www.thesamewavelength.com";"business &amp; innovation";"United Kingdom";"Wavelength provides leaders with the opportunity to connect with, learn from and be inspired by these remarkable organizations through:- Experiential visits and study tours: visits to the boardrooms and shop floors of best in class companies- World class speakers: real leaders, with real stories whoâ€™ve been there and done it- Bespoke events: highly participatory workshops, events and visits- Leadership development programmes: bringing together leaders whose professional paths would not normally cross"
"Waves for Water";"http://wavesforwater.org";"education";"527 San Vicente Blvd #210, Santa Monica, CA 90402";"Waves for Water works on the front-line to provide clean water to communities in need around the world. They work with world leaders and strategic partners who take a no-nonsense attitude toward making global change."
"Wavestack";"http://www.wavestack.com/";"entertainment";"N/A";"N/A"
"WaveTime";"http://www.wavetime.co.uk/";"mobility";"N/A";"N/A"
"Way to Stay";"http://www.waytostay.com/";"travel";"N/A";"N/A"
"WAYN";"http://www.wayn.com";"travel";"N/A";"Travel and lifestyle social networking community."
"Wayook";"https://www.wayook.es/";"home improvement";"Spain";"Wayook is the first smart marketplace that allows you to reserve real-time and fixed-price domestic service with cleaning professionals who are experts in it. Professionals who take part on Wayook have been interviewed and their experience has been checked too. Wayook is running in more than 35 Spanish cities and this project is being boosted by Wayra (Telefonica´s Startup accelerator) and ADE2020 (JCyL´s accelerator). Don’t think twice, go to www.wayook.es and book your cleaning services in sixty seconds."
"wayra";"http://www.wayra.org/";"business &amp; innovation";"N/A";"Latin American focused business accelerator."
"Waytostay";"http://www.waytostay.com/";"travel";"Barcelona, Spain";"Waytostay is a booking agency, not a listing site. We’re real people, just like you. We all live in Barcelona. And we have a cute little dog called Tsjarli."
"Waze";"http://www.waze.com/homepage/";"mobility";"N/A";"Waze is a social mobile application providing free turn-by-turn navigation based on the live conditions of the road. 100% powered by users, the more you drive, the better it gets. Join the community of drivers in your area today!"
"Wazobia Community Cooperative Union, Inc.";"http://www.wcculoans.com";"finance &amp; economics";"N/A";"Provides members with short-term loans."
"WDesk";"https://www.wdesk.com/";"finance &amp; economics";"N/A";"N/A"
"We Are Beer'd";"http://www.wearebeerd.com";"food &amp; drink";"N/A";"We Are Beer'd is a crew of Sydney beer lovers curating a list of the best bars and pubs where you can find and enjoy your favourite craft beers and ales, locally.We'll help you find a place to enjoy your favourite craft beers as well as discover new beers you haven't tried yet."
"we are hunted";"http://wearehunted.com/";"entertainment";"N/A";"N/A"
"We Are Hunted";"http://www.wearehunted.com";"entertainment";"Brisbane, Queensland, Australia";"We Are Hunted is the Online Music Chart. We Are Hunted aggregates social networks, forums, music blogs, Torrents, P2P Networks and Twitter to develop a daily chart of the 99 most popular songs online."
"We Are Power Shift";"http://www.wearepowershift.org/";"business &amp; innovation";"N/A";"We Are Power Shift is a grassroots-driven online community that seeks to empower and serve as a hub for the youth climate movement."
"We Are Social";"http://wearesocial.net";"marketing services";"N/A";"Helps brands listen, understand, and engage in conversations in social media."
"We can do it!";"http://www.wecandoit.coop/";"diy";"N/A";"N/A"
"WE CARE Solar";"http://www.wecaresolar.com";"N/A";"3009 Hillegass Avenue , Berkeley 94705, California, United States";"WE CARE Solar promotes safe motherhood and reduces maternal mortality in developing regions by providing health workers with reliable lighting, mobile communication, and blood bank refrigeration using solar electricity."
"We Carpool";"http://www.wecarpool.com/";"mobility";"N/A";"N/A"
"We Feel Fine";"http://wefeelfine.org/";"business &amp; innovation";"N/A";"N/A"
"We Hate Tourism";"http://wehatetourismtours.com/";"travel";"N/A";"N/A"
"We Patch";"http://www.wepatch.org";"farming &amp; gardening";"Seattle, Washington, United States";"We Patch is an urban gardening project that brings together people looking for gardening space with those who have space to offer. By facilitating local, small-scale agriculture, we aim to strengthen neighborhood communities, foster healthy lifestyles, and promote environmental stewardship."
"We R Timeshares";"http://wertimeshares.com";"real estate";"weRtimeshares.com llc, 2030 Main St. Suite 1040 Irvine, Ca. 92614";"“WeRtimeshares.com is a strategic internet based marketing and advertising company”.We are an effective easy to use internet platform that allows buyers, sellers, renters and rental exchangers to interact with prospective parties in which to serve their individual vacation needs.Our goal is to give you the most complete service available in the industry. We are a very impartial company and want you to see all options available to you. There are No Middlemen and No Commissions."
"We Seed";"http://www.weseed.com";"finance &amp; economics";"N/A";"Helps people gain a better understanding of the stock market."
"We Tap";"http://wetap.wordpress.com/";"technology &amp; data";"N/A";"WeTap works on mapping and improving drinking fountain infrastructure and re-educating the public on the accessibility of  safe tap water."
"we teach me";"https://weteachme.com/";"diy";"N/A";"N/A"
"We the Trees";"http://www.wethetrees.com/";"finance &amp; economics";"N/A";"N/A"
"Wealthfront";"https://www.wealthfront.com/";"finance &amp; economics";"N/A";"N/A"
"Wear Today Gone Tomorrow";"http://www.weartodaygonetomorrow.com";"fashion &amp; clothing";"N/A";"Womenâ€™s designer clothing rentals."
"Wearable Collections";"http://www.wearablecollections.com";"fashion &amp; clothing";"New York City 10012, New York, United States";"Wearable Collections is a no cost, turn-key solution to recycling clothing in NYC. Through an established network, Wearable Collections collects and distributes your discarded clothing around the world to people who need it, and raises money for charities"
"Weardrobe";"http://www.weardrobe.com";"fashion &amp; clothing";"N/A";"Social platform for personal fashion. Users catalog their own clothing and browse other peopleâ€™s lookbooks."
"WeArePopUp";"http://www.wearepopup.com/";"business &amp; innovation";"N/A";"N/A"
"Web 2.0 suicide machine";"http://suicidemachine.org";"technology &amp; data";"N/A";"Aims to make social network users aware that they should have control of their data."
"Web Achievers";"http://www.webachievers.com/";"N/A";"387, C-3, Block,Janak Puri - 58, New Delhi";"Web Achievers is a professional Web Design and web development company."
"Web Site Design SEO Company";"http://www.websitedesignseocompany.com/";"technology &amp; data";"F/9,Sonam Tower,New Golden Nest Bhayander,Mumbai, Maharashtra 401107";"Of the entire website designing company in Mumbai, we can proudly claim that we are one of the best that you can find. It is easy to design a good website, but it takes knowledge and expert skills to design a great website. Being one of the best website designing company in Mumbai, we can design that perfect website for you that will indeed make your business stand out. Since a website creates a first impression about your company, it is a necessity to do it the right way, making sure that you use the latest technology to design it and the website surpasses time. The website must be open to change, and the designing must have the insight necessary for the website to be open to easy alteration."
"Weballtheway";"http://weballtheway.com.au/";"technology &amp; data";"N/A";"Australian digital marketing agencies, Top Digital marketing Agency in spring hill-We are one of the leading Australia digital marketing agencies that can take you where you wish to go."
"Webarchitects";"http://m.webarch.net/";"technology &amp; data";"N/A";"N/A"
"WebLaws";"https://www.weblaws.org/";"business &amp; innovation";"Oregon, united_states";"WebLaws increases access to the legal system by publishing accessible legal content and lowering the cost of legal research, create new ways to browse and learn the law, and provide a basis for computer-assisted academic research and analysis of statutes."
"WeCar";"http://wecar.com";"mobility";"N/A";"Membership-based car sharing program."
"Wednesdays.com";"http://wednesdays.com/";"food &amp; drink";"215 2nd Street , San Francisco 94105, CA, united_states";"A simple way to create and maintain lunch or dinner clubs. No matter how big the group or organization, your members can continually stay connected and meet new people, through face-to-face networking."
"Weeels";"http://weeels.org";"mobility";"432 9th Street , New York 11215, NY, United States";"Weeels isn't just a free, easy and efficient way for New Yorkers to dispatch cabs and share rides with other people using mobile phones. It's the only system that generates shared rides in real time, offering a comprehensive suite of transit tools for individuals and organizations."
"Weekend Swap";"http://www.weekendswap.com";"diy";"69 Brown Street Box 2309 , Providence 02912, RI, United States";"Weekend Swap encourages outdoor enthusiasts to post their gear for others to borrow, either for free or for a price. Through sharing gear, weekend swap offers a low cost alternative to buying or conventional renting of outdoor sports equipment."
